"Format","MoTeC CSV",,,"Workbook","Samples"
"Venue","Interlagos",,,"Worksheet","Graph"
"Vehicle","SupV8: Calvin Klos #10",,,"Vehicle Desc","SupV8: Calvin Klos #10"
"Driver","Joao Guilherme",,,"Engine ID",""
"Device","ADL"
"Comment","(Exported from rFactor Data Acquisition Plugin v1.3.2.0)",,,"Session",""
"Log Date","21/03/2020",,,"Origin Time","0.000","s"
"Log Time","01:18",,,"Start Time","0.000","s"
"Sample Rate","102.400","Hz",,"End Time","318.896","s"
"Duration","318.896","s",,"Start Distance","0","m"
"Range","entire outing",,,"End Distance","11163","m"

"Time","Distance","Engine RPM","Corr Speed","Throttle Pos","G Force Lat","G Force Long"
"Time","Distance","Engine RPM","Corr Speed","Throttle Pos","G Force Lat","G Force Long"
"s","m","rpm","km/h","%","G","G"


"224.355","8210","2052","207.2","0.00","0.759","0.304"
"224.365","8210","2142","207.1","0.00","0.741","0.326"
"224.375","8211","2250","206.9","0.00","0.724","0.350"
"224.385","8211","2378","206.8","0.00","0.710","0.379"
"224.395","8212","2530","206.7","0.00","0.700","0.415"
"224.404","8212","2706","206.5","0.00","0.690","0.452"
"224.414","8213","2903","206.3","0.00","0.679","0.490"
"224.424","8213","3123","206.2","0.00","0.667","0.531"
"224.434","8214","3364","206.0","0.00","0.655","0.572"
"224.443","8215","3622","205.8","0.00","0.644","0.609"
"224.453","8215","3894","205.5","0.00","0.634","0.642"
"224.463","8216","4176","205.3","0.00","0.626","0.666"
"224.473","8216","4461","205.1","0.00","0.621","0.677"
"224.482","8217","4741","204.8","0.00","0.617","0.673"
"224.492","8217","5011","204.6","0.00","0.616","0.663"
"224.502","8218","5268","204.4","0.00","0.616","0.651"
"224.512","8218","5515","204.2","0.00","0.618","0.644"
"224.521","8219","5720","203.9","0.00","0.628","0.609"
"224.531","8220","5845","203.8","0.00","0.646","0.519"
"224.541","8220","5890","203.6","0.00","0.660","0.399"
"224.551","8221","5915","203.5","0.00","0.669","0.338"
"224.561","8221","5929","203.3","0.00","0.676","0.310"
"224.570","8222","5938","203.3","0.00","0.682","0.294"
"224.580","8222","5944","203.1","0.00","0.685","0.283"
"224.590","8223","5947","203.1","0.00","0.685","0.273"
"224.600","8223","5949","203.0","0.00","0.684","0.266"
"224.609","8224","5950","202.9","0.00","0.681","0.260"
"224.619","8224","5951","202.8","0.00","0.675","0.256"
"224.629","8225","5952","202.7","0.00","0.668","0.253"
"224.639","8226","5952","202.6","0.00","0.659","0.248"
"224.648","8226","5950","202.5","0.00","0.652","0.245"
"224.658","8227","5947","202.4","0.00","0.646","0.242"
"224.668","8227","5942","202.3","0.00","0.642","0.242"
"224.678","8228","5936","202.3","0.00","0.639","0.244"
"224.688","8228","5930","202.2","0.00","0.637","0.246"
"224.697","8229","5924","202.1","0.00","0.635","0.250"
"224.707","8229","5921","202.0","0.00","0.632","0.253"
"224.717","8230","5920","201.9","0.00","0.629","0.256"
"224.727","8230","5920","201.8","0.00","0.623","0.255"
"224.736","8231","5921","201.7","0.00","0.614","0.251"
"224.746","8232","5922","201.6","0.00","0.604","0.245"
"224.756","8232","5920","201.6","0.00","0.593","0.236"
"224.766","8233","5916","201.5","0.00","0.582","0.228"
"224.775","8233","5910","201.4","0.00","0.572","0.223"
"224.785","8234","5902","201.3","0.00","0.564","0.220"
"224.795","8234","5894","201.2","0.00","0.557","0.220"
"224.805","8235","5887","201.2","0.00","0.550","0.222"
"224.814","8235","5881","201.1","0.00","0.544","0.225"
"224.824","8236","5877","201.0","0.00","0.537","0.229"
"224.834","8236","5874","200.9","0.00","0.531","0.231"
"224.844","8237","5871","200.8","0.00","0.526","0.232"
"224.854","8238","5868","200.8","0.00","0.522","0.232"
"224.863","8238","5863","200.7","0.00","0.519","0.231"
"224.873","8239","5858","200.6","0.00","0.518","0.229"
"224.883","8239","5852","200.5","0.00","0.519","0.232"
"224.893","8240","5846","200.4","0.00","0.521","0.234"
"224.902","8240","5841","200.3","0.00","0.525","0.241"
"224.912","8241","5837","200.3","0.00","0.531","0.249"
"224.922","8241","5835","200.2","0.00","0.539","0.257"
"224.932","8242","5835","200.1","0.00","0.548","0.265"
"224.941","8242","5836","200.0","0.00","0.557","0.270"
"224.951","8243","5837","199.9","0.00","0.567","0.273"
"224.961","8243","5837","199.8","0.00","0.576","0.274"
"224.971","8244","5837","199.7","0.00","0.583","0.274"
"224.980","8245","5838","199.6","0.00","0.589","0.272"
"224.990","8245","5838","199.5","0.00","0.593","0.270"
"225.000","8246","5840","199.4","0.00","0.594","0.268"
"225.010","8246","5842","199.3","0.00","0.593","0.265"
"225.020","8247","5844","199.2","0.00","0.589","0.261"
"225.029","8247","5845","199.1","0.00","0.583","0.255"
"225.039","8248","5845","199.1","0.00","0.574","0.249"
"225.049","8248","5843","199.0","0.00","0.568","0.243"
"225.059","8249","5839","198.9","0.00","0.562","0.240"
"225.068","8249","5833","198.8","0.00","0.557","0.239"
"225.078","8250","5827","198.7","0.00","0.552","0.241"
"225.088","8250","5822","198.6","0.00","0.547","0.245"
"225.098","8251","5818","198.6","0.00","0.542","0.250"
"225.107","8252","5815","198.5","0.00","0.535","0.256"
"225.117","8252","5814","198.4","0.00","0.528","0.260"
"225.127","8253","5814","198.3","0.00","0.520","0.261"
"225.137","8253","5814","198.2","0.00","0.510","0.261"
"225.146","8254","5814","198.1","0.00","0.501","0.258"
"225.156","8254","5812","198.0","0.00","0.492","0.256"
"225.166","8255","5809","197.9","0.00","0.484","0.253"
"225.176","8255","5806","197.8","0.13","0.475","0.250"
"225.186","8256","5803","197.7","1.35","0.466","0.246"
"225.195","8256","5802","197.7","6.25","0.457","0.239"
"225.205","8257","5804","197.6","12.85","0.446","0.222"
"225.215","8257","5808","197.5","19.79","0.434","0.203"
"225.225","8258","5812","197.4","26.54","0.421","0.181"
"225.234","8258","5816","197.4","32.44","0.408","0.159"
"225.244","8259","5819","197.3","37.16","0.396","0.139"
"225.254","8260","5821","197.3","41.13","0.384","0.118"
"225.264","8260","5824","197.3","45.13","0.375","0.094"
"225.273","8261","5830","197.2","49.21","0.367","0.063"
"225.283","8261","5836","197.2","51.53","0.359","0.033"
"225.293","8262","5844","197.2","54.20","0.351","0.006"
"225.303","8262","5853","197.2","56.39","0.343","-0.019"
"225.313","8263","5862","197.2","58.37","0.335","-0.041"
"225.322","8263","5873","197.2","60.82","0.326","-0.063"
"225.332","8264","5883","197.3","63.14","0.316","-0.083"
"225.342","8264","5893","197.3","64.82","0.305","-0.102"
"225.352","8265","5901","197.3","67.04","0.292","-0.120"
"225.361","8265","5909","197.4","68.93","0.279","-0.138"
"225.371","8266","5915","197.4","70.46","0.266","-0.153"
"225.381","8266","5920","197.5","72.22","0.252","-0.167"
"225.391","8267","5925","197.5","74.08","0.236","-0.181"
"225.400","8268","5931","197.6","75.73","0.220","-0.195"
"225.410","8268","5938","197.7","77.63","0.203","-0.208"
"225.420","8269","5945","197.8","79.76","0.184","-0.221"
"225.430","8269","5952","197.8","81.25","0.165","-0.233"
"225.439","8270","5958","197.9","82.75","0.147","-0.246"
"225.449","8270","5963","198.0","84.24","0.126","-0.257"
"225.459","8271","5966","198.1","85.85","0.107","-0.267"
"225.469","8271","5967","198.2","87.45","0.091","-0.275"
"225.479","8272","5968","198.3","89.20","0.074","-0.281"
"225.488","8272","5968","198.4","91.23","0.058","-0.285"
"225.498","8273","5969","198.5","93.28","0.044","-0.289"
"225.508","8273","5969","198.6","95.00","0.031","-0.290"
"225.518","8274","5971","198.7","96.70","0.020","-0.291"
"225.527","8274","5972","198.8","98.32","0.010","-0.290"
"225.537","8275","5975","198.9","99.71","0.001","-0.288"
"225.547","8276","5977","199.0","100.00","-0.007","-0.284"
"225.557","8276","5979","199.1","100.00","-0.015","-0.278"
"225.566","8277","5982","199.2","100.00","-0.022","-0.273"
"225.576","8277","5985","199.3","100.00","-0.028","-0.270"
"225.586","8278","5989","199.4","100.00","-0.034","-0.271"
"225.596","8278","5992","199.4","100.00","-0.039","-0.276"
"225.605","8279","5995","199.6","100.00","-0.044","-0.280"
"225.615","8279","5997","199.6","100.00","-0.048","-0.281"
"225.625","8280","5999","199.7","100.00","-0.053","-0.278"
"225.635","8280","6001","199.8","100.00","-0.059","-0.271"
"225.645","8281","6004","199.9","100.00","-0.065","-0.259"
"225.654","8281","6006","200.0","100.00","-0.071","-0.247"
"225.664","8282","6009","200.1","100.00","-0.077","-0.240"
"225.674","8283","6012","200.2","100.00","-0.083","-0.239"
"225.684","8283","6014","200.3","100.00","-0.089","-0.245"
"225.693","8284","6015","200.3","100.00","-0.094","-0.253"
"225.703","8284","6017","200.4","100.00","-0.099","-0.258"
"225.713","8285","6021","200.5","100.00","-0.104","-0.257"
"225.723","8285","6027","200.6","100.00","-0.107","-0.256"
"225.732","8286","6034","200.7","100.00","-0.109","-0.256"
"225.742","8286","6042","200.8","100.00","-0.110","-0.260"
"225.752","8287","6048","200.9","100.00","-0.111","-0.267"
"225.762","8287","6053","201.0","100.00","-0.111","-0.274"
"225.771","8288","6056","201.1","100.00","-0.111","-0.279"
"225.781","8289","6058","201.2","100.00","-0.111","-0.282"
"225.791","8289","6060","201.3","100.00","-0.111","-0.284"
"225.801","8290","6062","201.4","100.00","-0.110","-0.285"
"225.811","8290","6064","201.5","100.00","-0.109","-0.284"
"225.820","8291","6066","201.6","100.00","-0.108","-0.283"
"225.830","8291","6069","201.7","100.00","-0.106","-0.281"
"225.840","8292","6071","201.8","100.00","-0.105","-0.278"
"225.850","8292","6073","201.9","100.00","-0.104","-0.274"
"225.859","8293","6075","201.9","100.00","-0.102","-0.271"
"225.869","8293","6076","202.0","100.00","-0.101","-0.269"
"225.879","8294","6078","202.1","100.00","-0.100","-0.269"
"225.889","8295","6080","202.2","100.00","-0.100","-0.270"
"225.898","8295","6082","202.3","100.00","-0.100","-0.272"
"225.908","8296","6086","202.4","100.00","-0.102","-0.274"
"225.918","8296","6089","202.5","100.00","-0.103","-0.275"
"225.928","8297","6093","202.6","100.00","-0.103","-0.277"
"225.938","8297","6097","202.7","100.00","-0.105","-0.278"
"225.947","8298","6100","202.8","100.00","-0.105","-0.279"
"225.957","8298","6102","202.9","100.00","-0.105","-0.279"
"225.967","8299","6103","203.0","100.00","-0.104","-0.278"
"225.977","8299","6104","203.1","100.00","-0.103","-0.278"
"225.986","8300","6106","203.2","100.00","-0.102","-0.277"
"225.996","8301","6107","203.3","100.00","-0.100","-0.277"
"226.006","8301","6109","203.4","100.00","-0.099","-0.275"
"226.016","8302","6111","203.5","100.00","-0.098","-0.272"
"226.025","8302","6114","203.6","100.00","-0.097","-0.268"
"226.035","8303","6116","203.7","100.00","-0.097","-0.263"
"226.045","8303","6119","203.8","100.00","-0.098","-0.257"
"226.055","8304","6121","203.8","100.00","-0.099","-0.253"
"226.064","8304","6124","203.9","100.00","-0.100","-0.252"
"226.074","8305","6127","204.0","100.00","-0.100","-0.253"
"226.084","8305","6129","204.1","100.00","-0.100","-0.256"
"226.094","8306","6133","204.2","100.00","-0.100","-0.259"
"226.104","8307","6137","204.3","100.00","-0.100","-0.260"
"226.113","8307","6142","204.4","100.00","-0.100","-0.260"
"226.123","8308","6147","204.5","100.00","-0.100","-0.258"
"226.133","8308","6152","204.5","100.00","-0.100","-0.256"
"226.143","8309","6155","204.6","100.00","-0.099","-0.254"
"226.152","8309","6158","204.7","100.00","-0.098","-0.251"
"226.162","8310","6160","204.8","100.00","-0.097","-0.249"
"226.172","8310","6162","204.9","100.00","-0.095","-0.249"
"226.182","8311","6165","205.0","100.00","-0.093","-0.250"
"226.191","8312","6169","205.1","100.00","-0.092","-0.251"
"226.201","8312","6174","205.1","100.00","-0.090","-0.252"
"226.211","8313","6180","205.2","100.00","-0.089","-0.255"
"226.221","8313","6186","205.3","100.00","-0.089","-0.259"
"226.230","8314","6192","205.4","100.00","-0.089","-0.266"
"226.240","8314","6197","205.5","100.00","-0.088","-0.273"
"226.250","8315","6199","205.6","100.00","-0.087","-0.281"
"226.260","8315","6201","205.7","100.00","-0.085","-0.288"
"226.270","8316","6201","205.8","100.00","-0.083","-0.292"
"226.279","8317","6201","205.9","100.00","-0.079","-0.294"
"226.289","8317","6201","206.0","100.00","-0.075","-0.294"
"226.299","8318","6202","206.1","100.00","-0.070","-0.292"
"226.309","8318","6202","206.2","100.00","-0.066","-0.288"
"226.318","8319","6202","206.3","100.00","-0.062","-0.280"
"226.328","8319","6202","206.4","100.00","-0.059","-0.270"
"226.338","8320","6203","206.5","100.00","-0.056","-0.258"
"226.348","8320","6204","206.6","100.00","-0.054","-0.248"
"226.357","8321","6206","206.7","100.00","-0.052","-0.243"
"226.367","8322","6208","206.8","100.00","-0.051","-0.243"
"226.377","8322","6210","206.8","100.00","-0.051","-0.245"
"226.387","8323","6212","206.9","100.00","-0.051","-0.246"
"226.396","8323","6214","207.0","100.00","-0.052","-0.243"
"226.406","8324","6218","207.1","100.00","-0.053","-0.238"
"226.416","8324","6222","207.2","100.00","-0.054","-0.231"
"226.426","8325","6227","207.3","100.00","-0.055","-0.227"
"226.436","8325","6232","207.3","100.00","-0.056","-0.226"
"226.445","8326","6236","207.4","100.00","-0.057","-0.228"
"226.455","8327","6241","207.5","100.00","-0.059","-0.233"
"226.465","8327","6246","207.6","100.00","-0.060","-0.240"
"226.475","8328","6252","207.6","100.00","-0.062","-0.249"
"226.484","8328","6259","207.7","100.00","-0.064","-0.256"
"226.494","8329","6266","207.8","100.00","-0.066","-0.268"
"226.504","8329","6272","207.9","100.00","-0.067","-0.278"
"226.514","8330","6276","208.0","100.00","-0.068","-0.288"
"226.523","8331","6277","208.1","100.00","-0.067","-0.296"
"226.533","8331","6276","208.2","100.00","-0.067","-0.298"
"226.543","8332","6274","208.3","100.00","-0.068","-0.295"
"226.553","8332","6271","208.4","100.00","-0.069","-0.286"
"226.563","8333","6269","208.5","100.00","-0.068","-0.274"
"226.572","8333","6268","208.6","100.00","-0.070","-0.260"
"226.582","8334","6269","208.7","100.00","-0.072","-0.248"
"226.592","8334","6270","208.8","100.00","-0.076","-0.235"
"226.602","8335","6271","208.9","100.00","-0.083","-0.224"
"226.611","8336","6273","208.9","100.00","-0.090","-0.215"
"226.621","8336","6275","209.0","100.00","-0.097","-0.210"
"226.631","8337","6277","209.1","100.00","-0.104","-0.208"
"226.641","8337","6281","209.2","100.00","-0.111","-0.211"
"226.650","8338","6287","209.2","100.00","-0.118","-0.215"
"226.660","8338","6295","209.3","100.00","-0.125","-0.220"
"226.670","8339","6305","209.4","100.00","-0.133","-0.229"
"226.680","8340","6316","209.5","100.00","-0.136","-0.240"
"226.689","8340","6325","209.6","100.00","-0.138","-0.254"
"226.699","8341","6332","209.6","100.00","-0.139","-0.270"
"226.709","8341","6335","209.7","100.00","-0.140","-0.283"
"226.719","8342","6334","209.8","100.00","-0.140","-0.291"
"226.729","8342","6332","209.9","100.00","-0.138","-0.293"
"226.738","8343","6328","210.0","100.00","-0.135","-0.289"
"226.748","8344","6326","210.1","100.00","-0.128","-0.284"
"226.758","8344","6324","210.2","100.00","-0.122","-0.277"
"226.768","8345","6323","210.3","100.00","-0.117","-0.269"
"226.777","8345","6323","210.4","100.00","-0.112","-0.260"
"226.787","8346","6324","210.5","100.00","-0.109","-0.250"
"226.797","8346","6325","210.6","100.00","-0.106","-0.239"
"226.807","8347","6326","210.7","100.00","-0.106","-0.229"
"226.816","8347","6328","210.8","100.00","-0.106","-0.223"
"226.826","8348","6329","210.8","100.00","-0.105","-0.223"
"226.836","8349","6332","210.9","100.00","-0.107","-0.228"
"226.846","8349","6334","211.0","100.00","-0.109","-0.233"
"226.855","8350","6338","211.1","100.00","-0.111","-0.236"
"226.865","8350","6344","211.2","100.00","-0.114","-0.237"
"226.875","8351","6350","211.2","100.00","-0.114","-0.240"
"226.885","8351","6356","211.3","100.00","-0.113","-0.243"
"226.895","8352","6360","211.4","100.00","-0.111","-0.248"
"226.904","8353","6363","211.5","100.00","-0.109","-0.251"
"226.914","8353","6364","211.6","100.00","-0.105","-0.253"
"226.924","8354","6365","211.7","100.00","-0.102","-0.254"
"226.934","8354","6365","211.8","100.00","-0.098","-0.255"
"226.943","8355","6366","211.8","100.00","-0.092","-0.257"
"226.953","8355","6367","211.9","100.00","-0.086","-0.258"
"226.963","8356","6369","212.0","100.00","-0.080","-0.258"
"226.973","8357","6372","212.1","100.00","-0.074","-0.257"
"226.982","8357","6374","212.2","100.00","-0.069","-0.255"
"226.992","8358","6376","212.3","100.00","-0.064","-0.253"
"227.002","8358","6377","212.4","100.00","-0.060","-0.250"
"227.012","8359","6378","212.5","100.00","-0.057","-0.248"
"227.021","8359","6380","212.5","100.00","-0.054","-0.247"
"227.031","8360","6381","212.6","100.00","-0.052","-0.248"
"227.041","8361","6383","212.7","100.00","-0.051","-0.251"
"227.051","8361","6385","212.8","100.00","-0.050","-0.251"
"227.061","8362","6387","212.9","100.00","-0.049","-0.250"
"227.070","8362","6389","213.0","100.00","-0.048","-0.246"
"227.080","8363","6391","213.1","100.00","-0.047","-0.240"
"227.090","8364","6394","213.1","100.00","-0.045","-0.233"
"227.100","8364","6396","213.2","100.00","-0.043","-0.227"
"227.109","8365","6398","213.3","100.00","-0.040","-0.224"
"227.119","8365","6400","213.4","100.00","-0.038","-0.223"
"227.129","8366","6402","213.5","100.00","-0.036","-0.225"
"227.139","8366","6405","213.5","100.00","-0.035","-0.225"
"227.148","8367","6408","213.6","100.00","-0.034","-0.220"
"227.158","8368","6412","213.7","100.00","-0.035","-0.216"
"227.168","8368","6416","213.8","100.00","-0.036","-0.212"
"227.178","8369","6421","213.8","100.00","-0.038","-0.212"
"227.188","8369","6426","213.9","100.00","-0.040","-0.216"
"227.197","8370","6431","214.0","100.00","-0.042","-0.223"
"227.207","8370","6436","214.1","100.00","-0.044","-0.233"
"227.217","8371","6441","214.1","100.00","-0.045","-0.242"
"227.227","8372","6447","214.2","100.00","-0.044","-0.251"
"227.236","8372","6453","214.3","100.00","-0.043","-0.260"
"227.246","8373","6457","214.4","100.00","-0.042","-0.268"
"227.256","8373","6459","214.5","100.00","-0.041","-0.274"
"227.266","8374","6459","214.6","100.00","-0.039","-0.276"
"227.275","8374","6457","214.7","100.00","-0.036","-0.273"
"227.285","8375","6455","214.8","100.00","-0.034","-0.266"
"227.295","8376","6454","214.9","100.00","-0.031","-0.258"
"227.305","8376","6454","215.0","100.00","-0.028","-0.253"
"227.314","8377","6454","215.1","100.00","-0.026","-0.251"
"227.324","8377","6455","215.1","100.00","-0.025","-0.250"
"227.334","8378","6457","215.2","100.00","-0.025","-0.248"
"227.344","8379","6458","215.3","100.00","-0.026","-0.246"
"227.354","8379","6459","215.3","100.00","-0.027","-0.242"
"227.363","8380","6461","215.4","100.00","-0.029","-0.235"
"227.373","8380","6463","215.5","100.00","-0.032","-0.227"
"227.383","8381","6465","215.6","100.00","-0.035","-0.222"
"227.393","8381","6468","215.6","100.00","-0.037","-0.220"
"227.402","8382","6470","215.7","100.00","-0.038","-0.224"
"227.412","8383","6471","215.8","100.00","-0.038","-0.230"
"227.422","8383","6474","215.9","100.00","-0.038","-0.232"
"227.432","8384","6476","216.0","100.00","-0.036","-0.232"
"227.441","8384","6479","216.0","100.00","-0.034","-0.229"
"227.451","8385","6483","216.1","100.00","-0.030","-0.226"
"227.461","8386","6487","216.2","100.00","-0.026","-0.223"
"227.471","8386","6490","216.3","100.00","-0.022","-0.223"
"227.480","8387","6493","216.3","100.00","-0.018","-0.224"
"227.490","8387","6496","216.4","100.00","-0.015","-0.226"
"227.500","8388","6499","216.5","100.00","-0.013","-0.229"
"227.510","8389","6503","216.6","100.00","-0.012","-0.231"
"227.520","8389","6507","216.7","100.00","-0.011","-0.233"
"227.529","8390","6512","216.8","100.00","-0.011","-0.234"
"227.539","8390","6516","216.8","100.00","-0.011","-0.236"
"227.549","8391","6520","216.9","100.00","-0.011","-0.237"
"227.559","8391","6523","217.0","100.00","-0.011","-0.239"
"227.568","8392","6524","217.1","100.00","-0.009","-0.239"
"227.578","8393","6526","217.2","100.00","-0.006","-0.239"
"227.588","8393","6527","217.2","100.00","-0.003","-0.237"
"227.598","8394","6530","217.3","100.00","0.001","-0.234"
"227.607","8394","6532","217.4","100.00","0.006","-0.229"
"227.617","8395","6535","217.5","100.00","0.012","-0.223"
"227.627","8396","6538","217.6","100.00","0.018","-0.216"
"227.637","8396","6541","217.6","100.00","0.024","-0.210"
"227.646","8397","6543","217.7","100.00","0.029","-0.208"
"227.656","8397","6546","217.8","100.00","0.035","-0.209"
"227.666","8398","6551","217.8","100.00","0.041","-0.212"
"227.676","8399","6556","217.9","100.00","0.046","-0.216"
"227.686","8399","6562","218.0","100.00","0.051","-0.220"
"227.695","8400","6570","218.1","100.00","0.055","-0.225"
"227.705","8400","6576","218.1","100.00","0.059","-0.231"
"227.715","8401","6582","218.2","100.00","0.063","-0.236"
"227.725","8401","6585","218.3","100.00","0.067","-0.240"
"227.734","8402","6585","218.4","100.00","0.069","-0.241"
"227.744","8403","6585","218.5","100.00","0.072","-0.239"
"227.754","8403","6584","218.6","100.00","0.075","-0.238"
"227.764","8404","6584","218.6","100.00","0.077","-0.238"
"227.773","8404","6586","218.7","100.00","0.079","-0.238"
"227.783","8405","6588","218.8","100.00","0.080","-0.240"
"227.793","8406","6592","218.9","100.00","0.079","-0.244"
"227.803","8406","6596","219.0","100.00","0.078","-0.248"
"227.813","8407","6599","219.1","100.00","0.076","-0.253"
"227.822","8407","6600","219.1","100.00","0.073","-0.257"
"227.832","8408","6600","219.2","100.00","0.071","-0.260"
"227.842","8409","6598","219.3","100.00","0.069","-0.259"
"227.852","8409","6597","219.4","100.00","0.067","-0.256"
"227.861","8410","6596","219.5","100.00","0.066","-0.251"
"227.871","8410","6595","219.6","100.00","0.066","-0.246"
"227.881","8411","6595","219.7","100.00","0.066","-0.239"
"227.891","8412","6596","219.8","100.00","0.068","-0.232"
"227.900","8412","6598","219.8","100.00","0.070","-0.224"
"227.910","8413","6599","219.9","100.00","0.073","-0.218"
"227.920","8413","6601","220.0","100.00","0.077","-0.216"
"227.930","8414","6602","220.1","100.00","0.080","-0.219"
"227.939","8415","6604","220.1","100.00","0.083","-0.226"
"227.949","8415","6606","220.2","100.00","0.084","-0.234"
"227.959","8416","6608","220.3","100.00","0.083","-0.241"
"227.969","8416","6611","220.4","100.00","0.081","-0.246"
"227.979","8417","6614","220.5","100.00","0.077","-0.248"
"227.988","8418","6616","220.6","100.00","0.073","-0.247"
"227.998","8418","6618","220.6","100.00","0.069","-0.243"
"228.008","8419","6620","220.7","100.00","0.067","-0.235"
"228.018","8419","6622","220.8","100.00","0.065","-0.225"
"228.027","8420","6626","220.9","100.00","0.065","-0.217"
"228.037","8421","6630","221.0","100.00","0.065","-0.214"
"228.047","8421","6633","221.0","100.00","0.067","-0.217"
"228.057","8422","6636","221.1","100.00","0.069","-0.222"
"228.066","8422","6637","221.2","100.00","0.072","-0.224"
"228.076","8423","6638","221.3","100.00","0.074","-0.223"
"228.086","8424","6639","221.3","100.00","0.075","-0.220"
"228.096","8424","6640","221.4","100.00","0.077","-0.217"
"228.105","8425","6641","221.5","100.00","0.077","-0.217"
"228.115","8425","6642","221.6","100.00","0.078","-0.220"
"228.125","8426","6644","221.6","100.00","0.079","-0.223"
"228.135","8427","6645","221.7","100.00","0.080","-0.225"
"228.145","8427","6648","221.8","100.00","0.081","-0.223"
"228.154","8428","6651","221.9","100.00","0.083","-0.220"
"228.164","8428","6654","221.9","100.00","0.086","-0.215"
"228.174","8429","6657","222.0","100.00","0.090","-0.212"
"228.184","8430","6660","222.1","100.00","0.093","-0.210"
"228.193","8430","6662","222.2","100.00","0.098","-0.211"
"228.203","8431","6665","222.3","100.00","0.103","-0.214"
"228.213","8431","6668","222.3","100.00","0.106","-0.219"
"228.223","8432","6672","222.4","100.00","0.108","-0.223"
"228.232","8433","6677","222.5","100.00","0.108","-0.226"
"228.242","8433","6682","222.5","100.00","0.107","-0.229"
"228.252","8434","6686","222.6","100.00","0.105","-0.232"
"228.262","8434","6690","222.7","100.00","0.104","-0.234"
"228.271","8435","6691","222.8","100.00","0.103","-0.237"
"228.281","8436","6692","222.9","100.00","0.102","-0.238"
"228.291","8436","6693","223.0","100.00","0.101","-0.240"
"228.301","8437","6694","223.0","100.00","0.099","-0.243"
"228.311","8437","6696","223.1","100.00","0.096","-0.246"
"228.320","8438","6698","223.2","100.00","0.093","-0.248"
"228.330","8439","6700","223.3","100.00","0.089","-0.250"
"228.340","8439","6702","223.4","100.00","0.085","-0.250"
"228.350","8440","6703","223.5","100.00","0.081","-0.248"
"228.359","8440","6704","223.6","100.00","0.078","-0.244"
"228.369","8441","6706","223.6","100.00","0.076","-0.238"
"228.379","8442","6708","223.7","100.00","0.074","-0.234"
"228.389","8442","6710","223.8","100.00","0.073","-0.231"
"228.398","8443","6713","223.9","100.00","0.074","-0.230"
"228.408","8443","6716","224.0","100.00","0.075","-0.228"
"228.418","8444","6718","224.0","100.00","0.078","-0.223"
"228.428","8445","6721","224.1","100.00","0.082","-0.213"
"228.438","8445","6723","224.2","100.00","0.087","-0.204"
"228.447","8446","6725","224.3","100.00","0.094","-0.197"
"228.457","8447","6727","224.3","100.00","0.101","-0.199"
"228.467","8447","6728","224.4","100.00","0.109","-0.208"
"228.477","8448","6729","224.5","100.00","0.116","-0.220"
"228.486","8448","6730","224.5","100.00","0.122","-0.226"
"228.496","8449","6733","224.6","100.00","0.126","-0.226"
"228.506","8450","6737","224.7","100.00","0.129","-0.225"
"228.516","8450","6742","224.8","100.00","0.129","-0.225"
"228.525","8451","6747","224.9","100.00","0.129","-0.227"
"228.535","8451","6750","224.9","100.00","0.128","-0.229"
"228.545","8452","6752","225.0","100.00","0.127","-0.230"
"228.555","8453","6753","225.1","100.00","0.127","-0.230"
"228.564","8453","6755","225.2","100.00","0.126","-0.230"
"228.574","8454","6757","225.3","100.00","0.126","-0.229"
"228.584","8454","6759","225.3","100.00","0.126","-0.227"
"228.594","8455","6762","225.4","100.00","0.125","-0.224"
"228.604","8456","6765","225.5","100.00","0.125","-0.219"
"228.613","8456","6768","225.6","100.00","0.123","-0.217"
"228.623","8457","6770","225.6","100.00","0.122","-0.217"
"228.633","8458","6773","225.7","100.00","0.119","-0.221"
"228.643","8458","6776","225.8","100.00","0.116","-0.226"
"228.652","8459","6779","225.9","100.00","0.110","-0.233"
"228.662","8459","6783","226.0","100.00","0.103","-0.239"
"228.672","8460","6787","226.0","99.79","0.095","-0.243"
"228.682","8461","6791","226.1","99.16","0.088","-0.247"
"228.691","8461","6793","226.2","98.82","0.080","-0.248"
"228.701","8462","6793","226.3","98.48","0.075","-0.247"
"228.711","8462","6792","226.4","98.13","0.069","-0.241"
"228.721","8463","6792","226.5","97.93","0.064","-0.235"
"228.730","8464","6791","226.5","97.09","0.059","-0.230"
"228.740","8464","6791","226.6","96.44","0.056","-0.228"
"228.750","8465","6791","226.7","96.48","0.052","-0.227"
"228.760","8465","6792","226.8","96.35","0.049","-0.226"
"228.770","8466","6793","226.9","95.66","0.046","-0.221"
"228.779","8467","6794","226.9","94.97","0.043","-0.214"
"228.789","8467","6796","227.0","94.48","0.040","-0.205"
"228.799","8468","6796","227.1","93.89","0.038","-0.197"
"228.809","8469","6797","227.1","93.05","0.037","-0.192"
"228.818","8469","6798","227.2","92.28","0.036","-0.190"
"228.828","8470","6798","227.3","91.65","0.035","-0.192"
"228.838","8470","6799","227.3","90.91","0.033","-0.194"
"228.848","8471","6801","227.4","90.10","0.031","-0.192"
"228.857","8472","6803","227.5","88.72","0.028","-0.187"
"228.867","8472","6805","227.5","87.92","0.024","-0.181"
"228.877","8473","6806","227.6","87.05","0.020","-0.175"
